6226,467826
6227,468743
6227,469429
6227,470117
6227,470770
6228,471424
6227,472090
6226,472759
6227,473427
6229,474097
6227,474767
6227,475430
6225,476087
6229,476749
6228,477412
6228,478084
6230,478750
6229,479423
6231,480109
6230,480773
6231,481447
6232,482123
6232,482777
6231,483433
6232,484100
6233,484752
6231,485408
6229,486068
6229,486733
6228,487405
6228,488081
6227,488750
6229,489410
6228,490068
6230,490738
6231,491404
6228,492077
6232,492749
6231,493421
6231,494093
6231,494762
6229,495442
6231,496116
6230,496767
6233,497421
6233,498084
6230,498752
6231,499419
6231,500090
6233,500759
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3806,634036
14006,634695
12324,635360
6837,636031
2396,636706
13811,637380
10866,638058
6797,638731
1237,639408
13694,640084
11738,640750
6829,641403
6804,642063
14708,642725
13523,643393
10295,644058
6559,644734
3709,645411
14103,646091
13196,646769
7521,647438
6737,648101
4006,648757
14476,649419
13595,650097
9458,650773
6902,651450
4854,652124
14437,652807
13494,653488
7029,654234
6767,654889
4701,655546
15256,656206
13892,656875
13182,657550
8448,658229
6861,658908
6877,659586
15399,660266
13980,660941
13482,661607
12219,662263
7679,662923
6870,663587
6833,664265
1709,664941
14283,665621
13644,666298
13019,666971
9716,667644
6959,668310
6899,668965
6864,669618
6859,670280
778,670945
14489,671616
13813,672298
13418,672975
12631,673650
9105,674322
7243,674979
7026,675640
7023,676303
7031,676966
4492,677640
69,678315
14599,678986
13990,679662
13612,680344
13231,681020
12710,681681
11454,682342
8692,683005
7304,683673
6967,684343
6960,685007
6813,685675
6843,686346
6964,687016
4232,687686
1530,688357
14961,689048
14578,689706
14335,690369
14116,691033
13888,691711
13701,692390
13596,693055
13407,693729
13137,694408
9152,695153
8896,695809
8429,696466
8373,697126
7720,697793
7455,698464
6836,699155
7031,699825
7025,700501
7031,701178
7055,701838
7100,702492
6918,703147
7066,703807
7084,704467
7113,705138
7073,705814
7061,706490
7060,707162
7067,707832
7101,708507
7060,709181
7037,709841
7037,710499
7137,711166
7384,711832
7777,712499
8169,713168
8753,713842
9258,714521
9871,715196
11634,715857
12745,716510
13158,717174
13350,717837
13477,718505
13557,719175
13641,719844
13740,720520
13875,721190
14064,721860
14493,722524
14620,723216
16072,723871
3615,724526
7037,725179
7063,725828
6874,726485
6919,727151
7244,727820
8395,728491
11302,729158
13080,729810
13521,730463
13802,731117
14230,731767
15041,732426
2101,733088
7015,733757
6987,734424
6914,735100
6949,735766
7293,736428
11103,737079
13084,737732
13606,738383
14009,739039
14857,739692
2976,740347
6775,741015
6740,741685
6923,742339
6988,743047
9472,743712
12991,744361
13566,745019
13966,745681
14754,746350
1646,747026
4723,747713
6760,748391
6713,749055
7447,749726
12069,750389
13450,751041
13942,751698
14895,752361
3424,753031
6797,753715
6834,754396
6765,755076
9271,755751
13016,756415
13533,757113
14037,757774
15718,758434
5081,759095
6768,759764
7085,760440
11490,761114
13435,761791
13930,762465
14776,763136
3873,763805
6809,764463
7120,765116
12373,765770
13633,766433
14222,767102
1496,767764
6784,768433
6598,769110
9168,769780
13358,770437
14037,771091
139,771746
6794,772405
6779,773068
10997,773735
13490,774399
14164,775068
691,775748
6775,776434
6867,777114
10252,777783
13418,778454
14218,779109
3438,779765
6823,780432
7521,781107
12973,781785
13857,782460
15133,783136
6840,783812
6886,784493
10436,785163
13664,785819
14665,786478
6874,787142
6709,787809
11294,788480
13696,789148
14754,789817
4948,790498
6857,791178
11276,791841
13833,792497
15420,793154
6864,793813
7405,794477
13287,795148
14180,795821
3053,796493
6839,797159
9702,797830
13755,798495
15187,799151
6554,799810
7787,800469
13591,801133
14550,801806
5028,802481
6804,803155
12765,803829
14150,804502
2367,805175
6821,805844
11916,806496
14091,807157
2022,807820
6758,808485
11666,809152
14035,809825
1183,810496
6754,811165
11462,811833
14076,812496
3787,813146
6696,813806
13058,814469
14316,815137
4822,815814
6836,816490
13186,817170
14327,817845
5005,818528
7155,819192
13557,819846
15245,820505
6882,821167
10573,821842
13861,822522
1851,823207
6690,823887
12586,824564
14081,825245
5011,825913
7396,826574
13607,827231
673,827891
6847,828552
12980,829225
14419,829898
6598,830573
8314,831255
13774,831934
2856,832603
6836,833264
13475,833916
15940,834572
6854,835233
12928,835906
14430,836586
6634,837265
10090,837935
13949,838610
4734,839286
7578,839949
13809,840604
4155,841269
7183,841935
13687,842600
2130,843277
6937,843959
13418,844642
15421,845321
6742,845987
13220,846654
15320,847313
6964,847975
13252,848638
15653,849301
6715,849968
13290,850641
15599,851317
6897,851986
13234,852662
15624,853342
6744,854001
13444,854658
2933,855311
7179,855972
13694,856632
4960,857286
9513,857944
13974,858615
6797,859288
11379,859966
14269,860634
6780,861288
13008,861947
52,862608
6791,863268
13598,863936
4616,864613
8697,865283
14025,865957
6699,866634
12200,867318
14677,867990
6859,868648
13525,869307
4238,869967
8572,870636
14126,871307
6753,871987
12900,872664
15384,873342
6940,874017
13792,874676
5315,875330
11946,875990
14757,876659
6782,877324
13646,877995
4654,878670
9769,879343
14315,880016
6928,880685
13432,881355
4504,882007
10361,882668
14573,883327
6787,884000
13592,884675
5067,885340
11751,886013
14972,886682
6762,887353
13841,888019
6817,888676
13246,889331
2922,889995
8668,890663
14376,891336
6781,892008
13634,892671
6893,893336
12560,894001
14061,894860
6719,895524
13547,896185
5169,896851
12545,897517
16339,898196
7662,898863
14248,899525
6573,900202
13681,900870
6716,901544
7742,902429
14393,903084
6785,903736
13941,904392
6737,905050
13621,905702
6718,906359
13274,907014
4820,907666
12548,908323
2071,908983
10381,909635
15328,910297
7493,910965
14348,911639
6577,912312
13941,912978
6084,913657
13618,914330
5559,914999
13303,915664
5014,916320
13018,916973
4409,917630
12554,918294
2731,918964
10800,919638
15993,920314
8442,920986
14842,921660
7347,922327
14526,922980
7058,923641
14310,924305
6767,924975
14113,925649
6472,926329
13971,927002
6299,927675
13892,928347
6268,929008
13935,929672
6340,930327
13977,930983
6351,931648
13965,932321
6317,932997
13928,933676
6288,934349
13968,935022
6340,935695
13915,936411
6336,937070
14068,937726
6542,938388
14178,939056
6695,939724
14293,940390
6887,941068
14383,941754
7072,942427
14669,943091
7872,943753
15426,944412
10048,945071
1488,945729
12563,946386
4494,947052
13289,947727
5216,948413
13566,949090
5762,949758
13852,950414
6289,951069
14169,951726
6908,952383
14653,953047
7982,953716
15934,954386
11217,955069
3563,955737
13224,956409
5443,957081
13847,957737
6289,958396
14278,959059
7093,959726
14972,960398
9217,961071
1656,961751
13011,962430
5275,963104
13865,963765
6329,964416
14317,965084
7177,965756
15247,966421
10901,967099
3970,967784
13564,968462
5932,969133
14160,969798
6888,970463
15024,971115
10756,971779
4584,972441
13782,973107
6208,973784
14317,974467
7313,975144
15620,975820
12539,976494
5367,977170
14056,977835
6717,978495
14823,979161
10220,979826
4634,980491
13902,981162
6460,981832
14611,982497
8850,983166
3695,983838
13830,984499
6444,985157
14672,985811
9742,986471
4715,987140
13960,987816
6595,988495
14781,989171
10057,989856
4829,990535
13969,991230
6735,991882
15133,992542
12674,993203
5827,993868
14322,994546
7624,995215
1909,995883
13827,996550
6470,997227
14768,997913
11124,998580
5552,999234
14289,999886
7664,1000550
2604,1001220
13873,1001897
6609,1002575
15100,1003245
12893,1003916
6017,1004582
14518,1005249
9889,1005905
5382,1006566
14255,1007227
7729,1007896
3756,1008571
14003,1009247
6950,1009923
16275,1010598
13711,1011279
6477,1011971
15109,1012636
13271,1013296
6307,1013959
14885,1014627
12663,1015305
6031,1015990
14646,1016653
11996,1017313
5964,1017977
14615,1018645
11839,1019310
6024,1019965
14729,1020621
12527,1021284
6151,1021951
14818,1022618
12713,1023298
6185,1023973
14864,1024645
13009,1025321
6314,1025987
15195,1026637
13604,1027294
6667,1027956
16212,1028622
13918,1029295
7006,1029973
1965,1030653
14096,1031334
7439,1032012
4460,1032691
14284,1033361
9020,1034019
5735,1034681
14626,1035349
12670,1036019
6314,1036692
15324,1037369
13741,1038051
6879,1038724
2907,1039387
14230,1040048
8734,1040704
5812,1041362
14783,1042025
13363,1042696
6636,1043368
794,1044040
14147,1044715
7967,1045397
5527,1046072
14660,1046740
13254,1047391
6686,1048048
1860,1048712
14206,1049386
8714,1050069
5842,1050746
14904,1051407
13654,1052076
6995,1052754
4226,1053443
14304,1054153
11581,1054813
6323,1055477
16254,1056144
14081,1056818
8497,1057487
5889,1058163
14993,1058846
13771,1059523
7322,1060196
5249,1060899
14660,1061557
13567,1062214
7046,1062884
5027,1063556
14608,1064222
13452,1064888
6970,1065557
4839,1066233
14537,1066906
13422,1067565
7036,1068221
5200,1068877
14707,1069538
13708,1070206
7428,1070871
5663,1071540
14997,1072221
13903,1072895
8041,1073570
5958,1074239
15801,1074891
14140,1075548
11027,1076212
6458,1076875
3455,1077542
14431,1078217
13265,1078890
7046,1079562
5460,1080240
14984,1080904
13960,1081556
9163,1082223
6329,1082883
2940,1083542
14449,1084196
13448,1084857
7323,1085525
5863,1086194
15795,1086866
14157,1087539
12160,1088205
6759,1088860
5341,1089517
15034,1090178
13969,1090840
10720,1091507
6548,1092180
4923,1092849
14760,1093526
13832,1094206
9809,1094874
6511,1095528
4941,1096186
14849,1096847
13927,1097513
11199,1098188
6698,1098855
5369,1099528
15175,1100203
14052,1100884
12597,1101551
7107,1102205
5906,1102859
946,1103516
14380,1104177
13640,1104842
8803,1105506
6488,1106178
5082,1106850
15112,1107515
14108,1108183
12956,1108849
7472,1109502
6219,1110161
4132,1110823
14836,1111484
14054,1112152
12704,1112811
7361,1113475
6162,1114150
3696,1114817
14762,1115507
