24558,3902881
24562,3906038
24559,3909196
24558,3912371
24561,3915544
24560,3918716
24559,3921893
24557,3925071
24560,3928238
24561,3931413
24559,3934577
24560,3937741
24557,3940915
24559,3944090
24559,3947267
24560,3950439
24561,3953607
24558,3956774
24561,3959939
24562,3963110
24559,3966276
24559,3969441
24558,3972621
24558,3975796
24559,3978973
24560,3982146
24559,3985323
24559,3988507
24559,3991690
24560,3994865
24560,3998044
24563,4001210
24560,4004377
24560,4007550
24560,4010722
24560,4013890
24559,4017056
24561,4020237
24558,4023407
24561,4026579
24558,4029758
24559,4032935
24560,4036125
24561,4039303
24560,4042470
24559,4045641
25387,4048811
26084,4051996
26107,4055177
26110,4058354
26107,4061531
26108,4064711
26107,4067897
26106,4071074
26110,4074245
26108,4077419
26109,4080592
26106,4083772
26101,4086952
26119,4090129
26121,4093306
26110,4096473
26103,4099656
26101,4102840
26098,4106010
26098,4109181
26094,4112354
26082,4115544
25994,4118721
25026,4121894
23318,4125073
21845,4128250
21935,4131439
21924,4134620
21916,4137797
21953,4140975
21960,4144135
21955,4147297
21920,4150453
21892,4153616
21883,4156780
21286,4159941
17899,4163124
17279,4166298
17285,4169468
17287,4172658
17282,4175835
17283,4179021
17284,4182194
17279,4185362
16990,4188529
15636,4191700
13936,4194894
10204,4198073
10196,4201250
10192,4204427
10187,4207600
10187,4210794
10193,4213977
10185,4217152
10090,4220323
8433,4223490
8190,4226677
6370,4229860
3869,4233033
3865,4236210
3867,4239384
3863,4242576
3865,4245759
3866,4248939
3762,4252119
3297,4255291
1170,4258472
351,4261653
48043,4264840
47597,4268027
47597,4271209
47600,4274396
47600,4277572
47599,4280749
47597,4283932
47346,4287106
45900,4290276
44741,4293442
42797,4296619
41184,4299798
41007,4302975
40973,4306166
40971,4309346
40972,4312517
40974,4315688
40972,4318859
40972,4322039
40673,4325220
39968,4328397
38103,4331577
35545,4334754
34462,4337949
34072,4341129
34000,4344303
33984,4347483
33985,4350660
33980,4353847
33981,4357017
34110,4360191
34129,4363368
34141,4366541
33916,4369738
33109,4372926
30974,4376110
30661,4379294
30617,4382467
30618,4385650
30618,4388830
30616,4392010
30617,4395193
30614,4398370
30342,4401563
29476,4404737
28383,4407906
27828,4411078
26953,4414251
24892,4417439
24784,4420619
24688,4423793
24556,4426968
24562,4430140
25633,4433323
30176,4436504
31356,4439677
31167,4442858
31182,4446031
31167,4449215
31172,4452394
29968,4455571
