15796,316597,4,0
15797,317536,4,0
15796,319028,4,0
15795,319681,4,0
15798,320340,4,0
15797,320996,4,0
15800,321653,4,0
15797,322317,4,0
15799,322999,4,0
15798,323670,4,0
15797,324329,4,0
15797,324985,4,0
15797,325650,4,0
15798,326316,4,0
15796,326980,4,0
15798,327652,4,0
15798,328330,4,0
15797,328993,4,0
15798,329668,4,0
15801,330349,4,0
15799,331031,4,0
15797,331688,4,0
15798,332348,4,0
15798,333016,4,0
15798,333686,4,0
15795,334356,4,0
15800,335040,4,0
15797,335719,4,0
15796,336396,4,0
15800,337064,4,0
15798,337731,4,0
15798,338390,4,0
15798,339046,4,0
15799,339709,4,0
15799,340381,4,0
15798,341057,4,0
15797,341730,4,0
15801,342393,4,0
15797,343062,4,0
15802,343734,4,0
15797,344399,4,0
15797,345060,4,0
15798,345718,4,0
15798,346376,4,0
15799,347043,4,0
15798,347715,4,0
15800,348383,4,0
15797,349053,4,0
15798,349734,4,0
15798,350394,4,0
15797,351060,4,0
15800,351725,4,0
15797,352381,4,0
15800,353041,4,0
15799,353701,4,0
15798,354368,4,0
15797,355044,4,0
15800,355712,4,0
15798,356386,4,0
15799,357061,4,0
15798,357745,4,0
15796,358417,4,0
15798,359097,4,0
15799,359757,4,0
15798,360419,4,0
15798,361082,4,0
15796,361746,4,0
15797,362413,4,0
15798,363092,4,0
15797,363766,4,0
15801,364451,4,0
15798,365125,4,0
15797,365778,4,0
15798,366438,4,0
15799,367103,4,0
15798,367777,4,0
15798,368452,4,0
15800,369131,4,0
15799,369797,4,0
15798,370476,4,0
15799,371148,4,0
15798,371808,4,0
15799,372460,4,0
15797,373123,4,0
15797,373790,4,0
15798,374456,4,0
15799,375126,4,0
15799,375796,4,0
15797,376469,4,0
15796,377149,4,0
15799,377812,4,0
15796,378475,4,0
15797,379134,4,0
15800,379790,4,0
15798,380449,4,0
15798,381114,4,0
15797,381782,4,0
15799,382455,4,0
15798,383123,4,0
15798,383801,4,0
15797,384483,4,0
15799,385158,4,0
15798,385853,4,0
15801,386514,4,0
15798,387177,4,0
15796,387851,4,0
15797,388527,4,0
15799,389211,4,0
15798,389882,4,0
15800,390551,4,0
15798,391277,3,50
16335,391951,3,0
16659,392614,3,0
16672,393270,3,0
16672,393928,3,0
16676,394597,3,0
16670,395276,3,0
16673,395963,3,0
16674,396639,3,0
16672,397309,3,0
16672,397985,3,0
16670,398653,3,0
16673,399310,3,0
16670,399971,3,0
16674,400632,3,0
16672,401310,3,0
16671,401985,3,0
16674,402658,3,0
16672,403342,3,0
16673,404014,3,0
16670,404681,3,0
16671,405355,3,0
16673,406031,3,0
16672,406688,3,0
16672,407347,3,0
16674,408008,3,0
16675,408674,3,0
16672,409352,3,0
16671,410032,3,0
16672,410709,3,0
16671,411389,3,0
16672,412050,3,0
16674,412715,3,0
16674,413379,3,0
16673,414039,3,0
16672,414702,3,0
16674,415371,3,0
16669,416057,3,0
16672,416729,3,0
16670,417397,3,0
16671,418071,3,0
16671,418753,3,0
16675,419420,3,0
16673,420075,3,0
16672,420733,3,0
16672,421397,3,0
16671,422065,3,0
16669,422737,3,0
16674,423406,3,0
16674,424080,3,0
16672,424756,3,0
16672,425431,3,0
16674,426102,3,0
16672,426759,3,0
16673,427412,3,0
16672,428078,3,0
16676,428748,3,0
16672,429422,3,0
16673,430103,3,0
16673,430778,3,0
16669,431443,3,0
16670,432120,3,0
16670,432794,3,0
16674,433456,3,0
16666,434110,3,0
16673,434766,3,0
16670,435425,3,0
16665,436087,3,0
16668,436755,3,0
16662,437428,3,0
16667,438100,3,0
16666,438768,3,0
16670,439450,3,0
16667,440126,3,0
16670,440781,3,0
16668,441438,3,0
16666,442102,3,0
16665,442773,3,0
16666,443445,3,0
16662,444120,3,0
16659,444797,3,0
16657,445479,3,0
16654,446155,3,0
16656,446819,3,0
16652,447471,3,0
16653,448129,3,0
16651,448786,3,0
16650,449449,3,0
16649,450122,3,0
16651,450795,3,0
16650,451471,3,0
16672,452141,3,0
16726,452810,3,0
16753,453476,3,0
16793,454142,3,0
16828,454802,3,0
16885,455459,3,0
16945,456123,3,0
17028,456791,3,0
17125,457462,3,0
17179,458133,3,0
17222,458808,3,0
17279,459479,3,0
17342,460157,3,0
17380,460826,3,0
17441,461481,3,0
17549,462136,3,0
17754,462797,3,0
17832,463468,3,0
17954,464145,3,0
18192,464821,3,0
18484,465491,3,0
18906,466164,3,0
19293,466832,3,0
19719,467495,3,0
20246,468153,3,0
20757,468808,3,0
21152,469468,3,0
21256,470141,3,0
21277,470813,3,0
21297,471486,3,0
