31784,13542826,4,0
31782,13543624,4,0
31781,13545022,4,0
31781,13545677,4,0
31783,13546349,4,0
31783,13547009,4,0
31784,13547676,4,0
31783,13548347,4,0
31782,13549025,4,0
31783,13549677,4,0
31782,13550339,4,0
31783,13551001,4,0
31783,13551664,4,0
31783,13552331,4,0
31781,13553002,4,0
31780,13553670,4,0
31782,13554338,4,0
31783,13555009,4,0
31780,13555687,4,0
31780,13556384,4,0
31781,13557045,4,0
31785,13557701,4,0
31784,13558359,4,0
31782,13559026,4,0
31783,13559693,4,0
31783,13560368,4,0
31782,13561046,4,0
31785,13561725,4,0
31780,13562409,4,0
31783,13563088,4,0
31784,13563758,4,0
31782,13564435,4,0
31784,13565090,4,0
31783,13565744,4,0
31781,13566401,4,0
31784,13567065,4,0
31782,13567736,4,0
31785,13568409,4,0
31783,13569072,4,0
31782,13569728,4,0
31783,13570390,4,0
31780,13571055,4,0
31780,13571710,4,0
31783,13572368,4,0
31785,13573034,4,0
31781,13573712,4,0
31784,13574389,4,0
31782,13575070,4,0
31784,13575743,4,0
31784,13576418,4,0
31784,13577087,4,0
31779,13577749,4,0
31784,13578412,4,0
31782,13579071,4,0
31782,13579728,4,0
31783,13580389,4,0
31784,13581059,4,0
31782,13581733,4,0
31782,13582405,4,0
31781,13583079,4,0
31783,13583757,4,0
31785,13584430,4,0
31783,13585135,4,0
31783,13585791,4,0
31784,13586450,4,0
31780,13587117,4,0
31781,13587790,4,0
31784,13588469,4,0
31784,13589134,4,0
31781,13589803,4,0
31785,13590485,4,0
31782,13591165,4,0
31782,13591829,4,0
31783,13592485,4,0
31782,13593142,4,0
31781,13593808,4,0
31782,13594481,4,0
31783,13595154,4,0
31784,13595832,4,0
31784,13596511,4,0
31783,13597187,4,0
31782,13597858,4,0
31782,13598522,4,0
31781,13599175,4,0
31785,13599837,4,0
31784,13600498,4,0
31782,13601168,4,0
31780,13601838,4,0
31782,13602513,4,0
31783,13603190,4,0
31784,13603861,4,0
31783,13604527,4,0
31785,13605186,4,0
31782,13605847,4,0
31782,13606506,4,0
31780,13607181,4,0
31783,13607850,4,0
31783,13608535,4,0
31784,13609214,4,0
31782,13609878,4,0
31783,13610556,4,0
31780,13611226,4,0
31782,13611898,4,0
31783,13612559,4,0
31780,13613211,4,0
31783,13613868,4,0
31781,13614532,4,0
31784,13615202,4,0
31784,13615874,4,0
31784,13616545,4,0
31783,13617213,1,0
31782,13617875,1,0
31780,13618550,1,0
31783,13619222,1,0
31782,13619881,1,0
31783,13620539,1,0
31782,13621196,1,0
31782,13621862,1,0
31782,13622515,1,0
31782,13623171,1,0
31782,13623837,1,0
31782,13624507,1,0
31782,13625178,1,18
31785,13625859,1,0
31785,13626523,1,0
31784,13627179,1,0
31784,13627834,1,0
31784,13628493,1,0
31780,13629154,1,0
31783,13629826,1,0
31783,13630504,1,0
31782,13631186,1,0
31782,13631868,1,0
31780,13632538,1,0
31783,13633209,1,0
31783,13633869,1,0
31784,13634531,1,0
31783,13635195,1,0
31784,13635861,1,0
31782,13636520,1,0
31784,13637181,1,0
31783,13637857,1,0
31781,13638529,1,0
31782,13639202,1,0
31783,13639884,1,0
31784,13640624,1,0
31782,13641280,1,0
31780,13641939,1,0
31781,13642611,1,0
31783,13643292,1,0
31780,13643962,1,0
31784,13644640,1,0
31784,13645310,1,12
31782,13645976,1,0
31782,13646647,1,12
31782,13647307,1,0
31784,13647966,1,0
31783,13648627,1,0
31784,13649288,1,0
31782,13649957,1,0
31782,13650629,1,0
31782,13651297,1,0
31783,13651965,1,0
31785,13652637,1,0
31782,13653309,1,0
31785,13653972,1,0
31785,13654629,1,0
31782,13655291,1,0
31784,13655955,1,12
31783,13656627,1,0
31789,13657318,1,0
31785,13657990,1,12
31785,13658670,1,0
31788,13659355,1,0
31788,13660035,1,0
31789,13660708,1,0
31785,13661370,1,0
31783,13662029,1,0
31785,13662687,1,0
31785,13663356,1,0
31784,13664031,1,0
31786,13664702,1,0
31787,13665376,1,0
31784,13666058,1,0
31875,13666754,1,0
32384,13667417,1,0
33310,13668071,1,0
34759,13668727,1,0
36230,13669389,1,0
37324,13670058,1,0
37664,13670733,1,0
37692,13671412,1,0
37692,13672084,1,12
37692,13672752,1,0
37692,13673421,1,0
37690,13674176,1,0
37691,13674885,1,0
37689,13675545,1,0
37691,13676211,1,0
37689,13676883,1,0
37690,13677557,1,0
37686,13678231,1,0
37688,13678909,1,0
37686,13679586,1,0
37687,13680259,1,0
37686,13680927,1,0
37685,13681598,1,0
37687,13682258,1,0
37686,13682923,1,0
37690,13683595,1,0
37690,13684277,1,0
37690,13684946,1,0
37692,13685624,1,0
37690,13686297,1,0
37688,13686971,1,0
37689,13687647,1,0
37689,13688320,1,0
37690,13688971,1,0
37691,13689628,1,0
37690,13690294,1,0
37693,13690963,1,0
37692,13691649,1,0
37693,13692324,1,0
37694,13692999,1,0
37691,13693678,1,0
37690,13694353,1,0
37693,13695027,1,0
37685,13695681,1,0
38452,13696340,1,0
39944,13697000,1,0
41250,13697675,1,78
42500,13698354,1,0
43627,13699028,1,0
44208,13699700,1,24
44605,13700370,1,24
44786,13701055,1,0
44796,13701731,1,0
44791,13702385,1,0
44793,13703042,1,12
44790,13703704,1,0
44796,13704376,1,0
44797,13705049,1,0
44798,13705714,1,0
44801,13706386,1,0
44801,13707072,1,0
44800,13707735,1,0
44802,13708397,1,0
44798,13709057,1,0
44799,13709715,1,0
44802,13710381,1,0
44801,13711055,1,0
44807,13711725,1,0
44809,13712425,1,0
44812,13713109,1,0
44811,13713779,1,0
44810,13714449,1,0
44812,13715113,1,0
44813,13715769,1,0
44809,13716428,1,0
44806,13717099,1,0
44806,13717781,1,0
44806,13718456,1,0
44802,13719129,1,0
44800,13719808,1,0
44802,13720486,1,0
44800,13721158,1,0
44798,13721820,1,0
44800,13722482,1,0
44801,13723140,1,0
44798,13723805,1,0
44802,13724473,1,0
44799,13725146,1,12
44798,13725822,1,0
44801,13726499,1,0
44800,13727189,1,0
44804,13727873,1,0
44804,13728545,1,0
44806,13729204,1,0
44807,13729863,1,0
44811,13730531,1,12
44814,13731205,1,0
44815,13731882,1,0
44814,13732555,1,0
44815,13733237,1,0
44815,13733919,1,0
44817,13734590,1,0
44813,13735255,1,0
44809,13735909,1,0
44807,13736567,1,0
44806,13737234,1,0
44808,13737906,1,0
44807,13738582,1,0
44804,13739259,1,0
44808,13739932,1,0
44807,13740605,1,0
44811,13741285,1,0
44810,13741948,1,0
44807,13742604,1,0
44807,13743259,1,0
44808,13743920,1,0
44805,13744581,1,0
44805,13745249,1,0
44802,13745928,1,0
44805,13746610,1,0
44802,13747284,1,0
44805,13747952,1,0
44807,13748621,1,0
44807,13749276,1,12
44809,13749942,1,12
44807,13750605,1,0
44809,13751271,1,0
44810,13751949,1,0
44804,13752626,1,0
44809,13753302,1,0
44807,13753978,1,12
44808,13754643,1,0
44808,13755307,1,0
44810,13755970,1,0
44814,13756629,1,12
44813,13757297,1,0
44813,13757968,1,0
44812,13758644,1,0
44810,13759353,1,0
44811,13760032,1,0
44810,13760708,1,0
44809,13761439,1,0
44808,13762108,1,0
44809,13762767,1,0
44811,13763429,1,0
45030,13764087,1,30
45700,13764759,1,0
46355,13765437,1,0
46982,13766115,1,0
48318,13766789,1,0
1731,13767466,1,0
4307,13768143,1,0
6095,13768811,1,60
6647,13769471,1,12
6786,13770132,1,0
6803,13770803,1,0
6807,13771472,1,0
6804,13772147,1,0
6807,13772824,1,0
6803,13773485,1,12
6806,13774152,1,0
6803,13774831,1,0
6805,13775495,1,0
6803,13776165,1,0
6808,13776819,1,0
6809,13777478,1,0
6813,13778145,1,0
6817,13778819,1,0
6819,13779495,1,0
6824,13780164,1,0
6822,13780834,1,0
6820,13781505,1,0
6824,13782178,1,0
6821,13782835,1,0
6823,13783495,1,0
6820,13784164,1,0
6821,13784832,1,0
6819,13785512,1,0
6818,13786198,1,0
6818,13786870,1,0
6817,13787553,1,0
6819,13788223,1,0
