16012,4986360,3
16013,4989530,3
16010,4992690,3
16012,4995851,3
16013,4999023,3
16011,5002193,3
16012,5005364,3
16010,5008554,3
16011,5011731,3
16012,5014907,3
16010,5018080,3
16010,5021242,3
16010,5024408,3
16010,5027570,3
16011,5030748,3
16011,5033929,3
16013,5037108,3
16012,5040295,3
16011,5043473,3
16010,5046644,3
16011,5049817,3
16012,5052983,3
16010,5056174,3
16010,5059360,3
16010,5062534,3
16011,5065715,3
16011,5068885,3
16011,5072068,3
16013,5075245,3
16012,5078408,3
16011,5081580,3
16008,5084758,3
16011,5087944,3
16010,5091116,3
16007,5094291,3
16006,5097468,3
16002,5100632,3
16007,5103801,3
16016,5106974,3
16014,5110142,3
16001,5113317,3
16004,5116487,3
16009,5119664,3
16008,5122844,3
16012,5126015,3
16012,5129200,3
16129,5132367,3
17295,5135562,3
19161,5138742,3
19207,5141909,3
19207,5145083,3
19207,5148248,3
19209,5151435,3
19209,5154621,3
19412,5157795,3
20438,5160977,3
23279,5164142,3
24410,5167318,3
24941,5170504,3
26119,5173674,3
26114,5176846,3
25815,5180015,3
25380,5183199,3
25378,5186383,3
25378,5189550,3
25390,5192722,3
25625,5195896,3
27182,5199080,3
28734,5202259,3
29733,5205437,3
30508,5208617,3
30673,5211782,3
30676,5214969,3
30672,5218154,3
30673,5221323,3
30683,5224501,3
31148,5227677,3
31664,5230858,3
32167,5234032,3
32512,5237210,3
33136,5240388,3
33490,5243556,3
33579,5246735,3
34656,5249920,3
34696,5253097,3
34693,5256276,3
34696,5259444,3
34694,5262627,3
34691,5265812,3
34691,5268985,3
34749,5272153,3
35200,5275324,3
37767,5278514,3
38356,5281695,3
39702,5284864,3
40799,5288049,3
40801,5291214,3
40819,5294391,3
40816,5297575,3
40821,5300742,3
40821,5303909,3
40828,5307079,3
41203,5310266,3
42030,5313453,3
43215,5316632,3
44756,5319808,3
45778,5322976,3
46579,5326150,3
46586,5329320,3
46589,5332497,3
46588,5335671,3
46584,5338845,3
46584,5342034,3
46582,5345218,3
46739,5348397,3
48107,5351576,3
48484,5354743,3
48938,5357917,3
393,5361091,3
491,5364263,3
555,5367445,3
553,5370623,3
559,5373805,3
560,5376998,3
564,5380179,3
560,5383361,3
560,5386538,3
956,5389730,3
1768,5392915,3
2848,5396095,3
3519,5399268,3
4359,5402440,3
6117,5405628,3
6118,5408808,3
6118,5411982,3
6116,5415161,3
6118,5418333,3
6117,5421515,3
6483,5424688,3
8118,5427860,3
8768,5431038,3
8979,5434210,3
9907,5437402,3
10001,5440585,3
10002,5443763,3
10005,5446944,3
10005,5450114,3
10001,5453298,3
10004,5456477,3
10010,5459642,3
10009,5462818,3
10007,5465982,3
10011,5469169,3
10010,5472345,3
10014,5475520,3
10009,5478699,3
10048,5481861,3
10062,5485037,3
10063,5488210,3
10062,5491384,3
10061,5494563,3
9983,5497739,3
9973,5500926,3
9977,5504107,3
9978,5507276,3
9981,5510453,3
9980,5513617,3
9977,5516799,3
9981,5519974,3
9591,5523147,3
8103,5526324,3
5935,5529495,3
5335,5532683,3
5152,5535867,3
5150,5539038,3
5149,5542208,3
5147,5545382,3
5146,5548572,3
5146,5551750,3
5149,5554921,3
4964,5558094,3
4224,5561264,3
2446,5564450,3
1689,5567628,3
957,5570791,3
274,5573957,3
206,5577121,3
154,5580292,3
151,5583475,3
152,5586643,3
156,5589812,3
159,5592980,3
157,5596150,3
78,5599327,3
48582,5602495,3
47725,5605671,3
46101,5608842,3
43366,5612013,3
42416,5615172,3
42411,5618344,3
42412,5621521,3
42417,5624691,3
42417,5627875,3
42415,5631058,3
42411,5634231,3
42170,5637408,3
41271,5640577,3
39804,5643760,3
35907,5646943,3
35722,5650126,3
35724,5653308,3
35722,5656477,3
35722,5659660,3
35722,5662841,3
35724,5666012,3
35429,5669189,3
34872,5672352,3
34122,5675539,3
32916,5678720,3
30883,5681894,3
30331,5685074,3
30327,5688247,3
30330,5691437,3
30327,5694620,3
30329,5697785,3
30330,5700965,3
30246,5704133,3
29651,5707312,3
28772,5710495,3
26699,5713669,3
24442,5716845,3
24323,5720016,3
24244,5723204,3
24215,5726385,3
24214,5729557,3
24213,5732738,3
24211,5735905,3
24210,5739090,3
23869,5742275,3
23328,5745453,3
20350,5748638,3
18463,5751817,3
17916,5755009,3
17918,5758194,3
17915,5761374,3
17917,5764558,3
17914,5767723,3
17918,5770909,3
17915,5774091,3
17915,5777262,3
17762,5780441,3
17418,5783614,3
17170,5786794,3
16738,5789990,3
16668,5793169,3
16624,5796360,3
16412,5799535,3
15978,5802725,3
16001,5805909,3
15997,5809083,3
15996,5812262,3
15996,5815437,3
15995,5818616,3
15997,5821799,3
15996,5824975,3
15994,5828159,3
15994,5831334,3
15961,5834513,3
15857,5837682,3
15861,5840856,3
15864,5844028,3
15860,5847202,3
15861,5850387,3
15861,5853569,3
16012,5856742,3
16005,5859923,3
16061,5863088,3
16061,5866284,3
16062,5869472,3
16060,5872650,3
16066,5875834,3
16063,5879013,3
16060,5882202,3
16063,5885383,3
16065,5888561,3
16068,5891742,3
16066,5894917,3
16065,5898101,3
16065,5901283,3
16068,5904462,3
16065,5907651,3
16066,5910822,3
16066,5914008,3
16065,5917188,3
16066,5920359,3
16067,5923549,3
16068,5926714,3
16066,5929889,3
16065,5933058,3
16066,5936228,3
16066,5939403,3
16065,5942577,3
16068,5945765,3
16068,5948944,3
16064,5952125,3
16065,5955308,3
16066,5958478,3
16066,5961674,3
16069,5964854,3
16066,5968031,3
16064,5971206,3
16066,5974373,3
16063,5977555,3
16066,5980733,3
16067,5983904,3
16064,5987088,3
